boss_id,item_id
19,40259
19,40260
19,40261
19,40262
19,40263
19,40264
19,40265
19,40266
19,40267
19,40268
19,40269
19,40270
19,40271
19,40272
19,40273
19,40274
19,40275
19,40277
19,40278
19,40279
19,40280
19,40281
19,40282
19,40283
19,40284
19,40285
19,40287
19,40288
19,40289
19,40294
19,40296
19,40297
19,40298
19,40299
19,40300
19,40301
19,40302
19,40303
19,40304
19,40305
19,40306
19,40315
19,40316
19,40317
19,40318
19,40319
19,40320
19,40321
19,40322
19,40323
19,40324
19,40325
19,40326
19,40327
19,40328
19,40329
19,40330
19,40331
19,40332
19,40333
19,40334
19,40335
19,40336
19,40337
19,40338
19,40339
19,40340
19,40341
19,40342
19,40351
19,40602
19,40634
19,40635
19,40636
19,40637
19,40638
19,40639
20,40294
20,40296
20,40297
20,40298
20,40299
20,40300
20,40301
20,40302
20,40303
20,40304
20,40634
20,40635
20,40636
21,39701
21,39702
21,39703
21,39704
21,39706
21,39712
21,39714
21,39716
21,39717
21,39718
21,39719
21,39720
21,39721
21,39722
21,40064
21,40065
21,40069
21,40071
21,40074
21,40075
21,40080
21,40107
21,40108
22,39723
22,39724
22,39725
22,39726
22,39727
22,39728
22,39729
22,39730
22,39731
22,39732
22,39733
22,39734
22,39735
22,39756
22,39757
22,40064
22,40065
22,40069
22,40071
22,40074
22,40075
22,40080
22,40107
22,40108
23,39758
23,39759
23,39760
23,39761
23,39762
23,39763
23,39764
23,39765
23,39766
23,39767
23,39768
23,40060
23,40061
23,40062
23,40063
23,40250
23,40251
23,40252
23,40253
23,40254
23,40255
23,40256
23,40257
23,40258
24,40064
24,40065
24,40069
24,40071
24,40074
24,40075
24,40080
24,40107
24,40108
24,40305
24,40306
24,40315
24,40316
24,40317
24,40318
24,40319
24,40320
24,40321
24,40322
24,40323
24,40324
24,40325
24,40326
24,40327
25,40250
25,40251
25,40252
25,40253
25,40254
25,40255
25,40256
25,40257
25,40258
25,40328
25,40329
25,40330
25,40331
25,40332
25,40333
25,40334
25,40335
25,40336
25,40337
25,40338
25,40339
25,40340
25,40341
25,40342
26,40286
26,40343
26,40344
26,40345
26,40346
26,40347
26,40348
26,40349
26,40350
26,40352
26,40625
26,40626
26,40627
27,40064
27,40065
27,40069
27,40071
27,40074
27,40075
27,40080
27,40107
27,40108
27,40184
27,40185
27,40186
27,40187
27,40188
27,40189
27,40190
27,40191
27,40192
27,40193
27,40196
27,40197
27,40198
27,40200
27,40602
28,40201
28,40203
28,40204
28,40205
28,40206
28,40207
28,40208
28,40209
28,40210
28,40233
28,40234
28,40235
28,40236
28,40237
28,40238
28,40250
28,40251
28,40252
28,40253
28,40254
28,40255
28,40256
28,40257
28,40258
29,40239
29,40240
29,40241
29,40242
29,40243
29,40244
29,40245
29,40246
29,40247
29,40249
29,40637
29,40638
29,40639
30,40362
30,40363
30,40365
30,40366
30,40367
30,40368
30,40369
30,40370
30,40371
30,40372
30,40373
30,40374
30,40375
30,40376
30,40377
30,40378
30,40379
30,40380
30,40381
30,40382
30,44577
31,40383
31,40384
31,40385
31,40386
31,40387
31,40388
31,40395
31,40396
31,40398
31,40399
31,40400
31,40401
31,40402
31,40403
31,40405
31,40631
31,40632
31,40633
